EJERCICIO;ENTIDAD;NOMBRE_ENTIDAD;NO_CUR;NO_ORIGINAL;CLASE_REGISTRO;CLASE_MODIFICACION;CLASE_GASTO;NIT;DESCRIPCION;ESTADO;SOLICITUD_PAGO;PAGADO_TOTAL;MONTO_GASTO;MONTO_SALDO;FEC_IMPUTACION;FEC_SOLICITADO;FEC_APROBADO;FEC_SOLICITUD_PAGO;FEC_PAGADO_TOTAL;NOMBRE_BENEFICIARIO;ENTIDAD_RECEPTORA;PROGRAMA;SUBPROGRAMA;PROYECTO;ACTIVIDAD;OBRA;RENGLON;GEOGRAFICO;FUENTE;ORGANISMO;MONTO_RENGLON;MONTO_PRESUPUESTARIO;MONTO_IVA;USUARIO_SOLICITUD_PAGO;USUARIO_APROBO;USUARIO_REGISTRO;USUARIO_SOLICITO;USUARIO_MODIFICO
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;95;95;CYD;NOR;TRF;491503289001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;603,41;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE SUCUMBIOS;0;55;0;0;2;0;580204;801;1;0;603,41;603,41;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;96;96;CYD;NOR;TRF;890047971001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;700;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE RIO VERDE;0;55;0;0;2;0;580204;801;1;0;700;700;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;97;97;CYD;NOR;TRF;891704291001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;9837,64;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE ATACAMES;0;55;0;0;2;0;580204;801;1;0;9837,64;9837,64;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;98;98;CYD;NOR;TRF;891707029001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;6873,29;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE SAN LORENZO;0;55;0;0;2;0;580204;801;1;0;6873,29;6873,29;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;99;99;CYD;NOR;TRF;891708386001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;550;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE MUISNE;0;55;0;0;2;0;580204;801;1;0;550;550;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;100;100;CYD;NOR;TRF;891715382001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;400;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;4/8/2023;LIGA DEPORTIVA CANTONAL DE ELOY ALFARO;0;55;0;0;2;0;580204;801;1;0;400;400;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;101;101;CYD;NOR;TRF;1091706055001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;3973,53;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE ANTONIO ANTE;0;55;0;0;2;0;580204;801;1;0;3973,53;3973,53;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;102;102;CYD;NOR;TRF;1091707604001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;3448,24;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL URCUQUI;0;55;0;0;2;0;580204;801;1;0;3448,24;3448,24;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;103;103;CYD;NOR;TRF;1091708554001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;4748,68;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE OTAVALO;0;55;0;0;2;0;580204;801;1;0;4748,68;4748,68;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;104;104;CYD;NOR;TRF;2190002325001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;1145,35;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE CASCALES;0;55;0;0;2;0;580204;801;1;0;1145,35;1145,35;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;105;105;CYD;NOR;TRF;2191700301001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;1850,36;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL CUYABENO;0;55;0;0;2;0;580204;801;1;0;1850,36;1850,36;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;106;106;CYD;NOR;TRF;2191700573001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;11550,67;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;8/8/2023;LIGA DEPORTIVA CANTONAL DE PUTUMAYO;0;55;0;0;2;0;580204;801;1;0;11550,67;11550,67;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;107;107;CYD;NOR;TRF;2191701472001;CUR Automático de Transferencias No. 144400 ORGANISMOS DEPORTIVOS JULIO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0350-MEM FECHA 22 DE JULIO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;1741,85;0;28/7/2023;28/7/2023;28/7/2023;31/7/2023;1/8/2023;LIGA DEPORTIVA CANTONAL DE GONZALO PIZARRO;0;55;0;0;2;0;580204;801;1;0;1741,85;1741,85;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;109;109;CYD;NOR;TRF;1091707191001;LIGA DEPORTIVA CANTONAL DE PIMAMPIRO.- TRANSFERENCIA DE RECURSOS A LOS ORGANISMOS DEPORTIVOS DE LA COORDINACIÓN ZONAL I DEPORTE MES DE JULIO SOLICITADO MEDIANTE MEMORANDO NRO. MD-SSAF-2023-0376-MEM DEL 27 DE JULIO DE 2023;APROBADO;S;S;9068,46;0;31/7/2023;31/7/2023;31/7/2023;1/8/2023;2/8/2023;LIGA DEPORTIVA CANTONAL DE PIMAMPIRO;0;55;0;0;2;0;580204;801;1;0;9068,46;9068,46;0;TJARAMILLO14;MBASANTES12;XAULESTIA23;XAULESTIA23;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;110;110;CYD;NOR;TRF;2191701790001;LIGA DEPORTIVA CANTONAL DE SHUSHUFINDI.- TRANSFERENCIA DE RECURSOS A LOS ORGANISMOS DEPORTIVOS DE LA COORDINACIÓN ZONAL 1 DEPORTE MES DE JULIO 2023 SOLICITADO MEDIANTE MEMORANDO NRO. MD-SSAF-2023-0387-MEM DEL 02 DE AGOSTO DE 2023;APROBADO;S;S;55622,85;0;3/8/2023;3/8/2023;4/8/2023;4/8/2023;7/8/2023;LIGA DEPORTIVA CANTONAL DE SHUSHUFINDI;0;55;0;0;2;0;580204;801;1;0;55622,85;55622,85;0;TJARAMILLO14;AROMAN23;XAULESTIA23;XAULESTIA23;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;115;115;CYD;NOR;TRF;491500107001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;540;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE ESPEJO;0;55;0;0;2;0;580204;801;1;0;540;540;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;116;116;CYD;NOR;TRF;491500727001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;820,15;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE BOLIVAR;0;55;0;0;2;0;580204;801;1;0;820,15;820,15;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;117;117;CYD;NOR;TRF;491503289001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;603,41;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE SUCUMBIOS;0;55;0;0;2;0;580204;801;1;0;603,41;603,41;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;118;118;CYD;NOR;TRF;491505273001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;450;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL SAN PEDRO DE HUACA;0;55;0;0;2;0;580204;801;1;0;450;450;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;119;119;CYD;NOR;TRF;890047971001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;700;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE RIO VERDE;0;55;0;0;2;0;580204;801;1;0;700;700;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;120;120;CYD;NOR;TRF;891704291001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;669,98;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE ATACAMES;0;55;0;0;2;0;580204;801;1;0;669,98;669,98;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;121;121;CYD;NOR;TRF;891707029001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;875;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE SAN LORENZO;0;55;0;0;2;0;580204;801;1;0;875;875;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
2023;148-0001-0000;COORDINACION ZONAL 1 - DEPORTE;122;122;CYD;NOR;TRF;891708386001;CUR Automático de Transferencias No. 144841 ORGANISMOS DEPORTIVOS AGOSTO 2023 CZ1 GRUPO 1 CARGA 1 MEMO NO MD-SSAF-2023-0408-MEM FECHA 08 DE AGOSTO 2023 ORIGINALES REPOSAN EN EL EXPEDIENTE DE LIGA DEPORTIVA CANTONAL DE CASCALES RUC 2190002325001.;APROBADO;S;S;300;0;9/8/2023;9/8/2023;9/8/2023;9/8/2023;10/8/2023;LIGA DEPORTIVA CANTONAL DE MUISNE;0;55;0;0;2;0;580204;801;1;0;300;300;0;TJARAMILLO14;DMEJIA12;DMEJIA12;DMEJIA12;
